K	d	N	Method	TruePerf	alpha	bandwidth
1000	10	10	S-NW	0.5641540501629267	1.0101010101010102	0.9676767676767677
1000	10	10	SAA	0.5753626944800309	0.0	-1.0
1000	10	10	S-SAA	0.5753626944800309	0.0	-1.0
1000	10	10	NW	0.6936965024426325	0.0	0.01
1000	10	10	HS-NW	0.5730405171465087	1.0101010101010102	0.01
1000	10	10	NWbar	0.6079422629543436	0.0	0.6148484848484849
1000	10	10	S-NW	0.5730405171465087	1.0101010101010102	0.01
1000	10	10	SAA	0.5987323148073121	0.0	-1.0
1000	10	10	S-SAA	0.5987323148073121	0.0	-1.0
1000	10	10	NW	0.6834361705245178	0.0	0.01
1000	10	10	HS-NW	0.5944521820665682	2.0202020202020203	0.01
1000	10	10	NWbar	0.6041280960542401	0.0	0.6148484848484849
1000	10	10	S-NW	0.5915333245775013	1.0101010101010102	0.060404040404040404
1000	10	10	SAA	0.5747776711364125	0.0	-1.0
1000	10	10	S-SAA	0.5747776711364125	0.0	-1.0
1000	10	10	NW	0.6813562745566357	0.0	0.01
1000	10	10	HS-NW	0.5747776711364125	0.0	0.01
1000	10	10	NWbar	0.6597557928228716	0.0	0.6652525252525252
1000	10	10	S-NW	0.5747776711364125	0.0	0.01
1000	10	10	SAA	0.5781874789407484	0.0	-1.0
1000	10	10	S-SAA	0.5673074929189114	1.0101010101010102	-1.0
1000	10	10	NW	0.6851788521999126	0.0	0.01
1000	10	10	HS-NW	0.5689855762267877	2.0202020202020203	0.01
1000	10	10	NWbar	0.5725364907370873	0.0	0.5644444444444444
1000	10	10	S-NW	0.5687087984422832	1.0101010101010102	0.060404040404040404
1000	10	10	SAA	0.5724424748094556	0.0	-1.0
1000	10	10	S-SAA	0.5695054053461345	1.0101010101010102	-1.0
1000	10	10	NW	0.6762899194647115	0.0	0.01
1000	10	10	HS-NW	0.5709324974603549	2.0202020202020203	0.01
1000	10	10	NWbar	0.5724424748094556	0.0	0.01
1000	10	10	S-NW	0.5665562196934646	1.0101010101010102	0.5644444444444444
1000	10	10	SAA	0.5816328679007495	0.0	-1.0
1000	10	10	S-SAA	0.5816328679007495	0.0	-1.0
1000	10	10	NW	0.702825833937705	0.0	0.01
1000	10	10	HS-NW	0.5805352262309909	2.0202020202020203	0.01
1000	10	10	NWbar	0.5816328679007495	0.0	0.01
1000	10	10	S-NW	0.5760550225672346	1.0101010101010102	0.11080808080808081
1000	10	10	SAA	0.6210915688538786	0.0	-1.0
1000	10	10	S-SAA	0.594886460945855	1.0101010101010102	-1.0
1000	10	10	NW	0.7000862339548829	0.0	0.01
1000	10	10	HS-NW	0.5967289694639808	3.0303030303030303	0.01
1000	10	10	NWbar	0.615157079118021	0.0	0.6148484848484849
1000	10	10	S-NW	0.5940365789278551	1.0101010101010102	0.21161616161616162
1000	10	10	SAA	0.5864226901154268	0.0	-1.0
1000	10	10	S-SAA	0.5864226901154268	0.0	-1.0
1000	10	10	NW	0.926230057477729	0.0	0.11080808080808081
1000	10	10	HS-NW	0.5693887351321959	1.0101010101010102	0.11080808080808081
1000	10	10	NWbar	0.8398475205685911	0.0	0.8668686868686869
1000	10	10	S-NW	0.5669499973817325	1.0101010101010102	3.4374747474747473
1000	10	10	SAA	0.5676166971994488	0.0	-1.0
1000	10	10	S-SAA	0.5676166971994488	0.0	-1.0
1000	10	10	NW	0.6804590322066085	0.0	0.01
1000	10	10	HS-NW	0.5676166971994488	0.0	0.01
1000	10	10	NWbar	0.6611779636074393	0.0	0.6652525252525252
1000	10	10	S-NW	0.5625182338943315	1.0101010101010102	0.11080808080808081
1000	10	10	SAA	0.5749409512837587	0.0	-1.0
1000	10	10	S-SAA	0.5749409512837587	0.0	-1.0
1000	10	10	NW	0.6795947573566187	0.0	0.01
1000	10	10	HS-NW	0.568171358547253	2.0202020202020203	0.01
1000	10	10	NWbar	0.5705463179210365	0.0	0.5644444444444444
1000	10	10	S-NW	0.5663409497217062	1.0101010101010102	0.060404040404040404
1000	10	10	SAA	0.5891496493670891	0.0	-1.0
1000	10	10	S-SAA	0.5692429175606591	1.0101010101010102	-1.0
1000	10	10	NW	0.8472379444567898	0.0	0.060404040404040404
1000	10	10	HS-NW	0.5702258349718943	1.0101010101010102	0.060404040404040404
1000	10	10	NWbar	0.6418258584292406	0.0	0.6652525252525252
1000	10	10	S-NW	0.5624637847364387	1.0101010101010102	3.8407070707070705
1000	10	10	SAA	0.5430170333248531	0.0	-1.0
1000	10	10	S-SAA	0.5430170333248531	0.0	-1.0
1000	10	10	NW	0.6602119955342804	0.0	0.01
1000	10	10	HS-NW	0.5430170333248531	0.0	0.01
1000	10	10	NWbar	0.5748395738851092	0.0	0.6148484848484849
1000	10	10	S-NW	0.5430170333248531	0.0	0.01
1000	10	10	SAA	0.5848996027252009	0.0	-1.0
1000	10	10	S-SAA	0.5778931760446994	1.0101010101010102	-1.0
1000	10	10	NW	0.6973453186131228	0.0	0.01
1000	10	10	HS-NW	0.58142202742263	1.0101010101010102	0.01
1000	10	10	NWbar	0.5848996027252009	0.0	0.01
1000	10	10	S-NW	0.5645689666008843	1.0101010101010102	3.639090909090909
1000	10	10	SAA	0.6165990689755515	0.0	-1.0
1000	10	10	S-SAA	0.5780666442358662	1.0101010101010102	-1.0
1000	10	10	NW	0.7005417492674612	0.0	0.01
1000	10	10	HS-NW	0.5879914574901433	2.0202020202020203	0.01
1000	10	10	NWbar	0.6077798377972724	0.0	0.6148484848484849
1000	10	10	S-NW	0.5726007846762682	1.0101010101010102	1.0684848484848486
1000	10	10	SAA	0.6219889727843493	0.0	-1.0
1000	10	10	S-SAA	0.5991952481056517	1.0101010101010102	-1.0
1000	10	10	NW	0.7127468506407454	0.0	0.01
1000	10	10	HS-NW	0.6218377718120236	1.0101010101010102	0.01
1000	10	10	NWbar	0.7592347100380431	0.0	0.7660606060606061
1000	10	10	S-NW	0.5977995786567095	2.0202020202020203	3.4374747474747473
1000	10	10	SAA	0.5679353036588338	0.0	-1.0
1000	10	10	S-SAA	0.5679353036588338	0.0	-1.0
1000	10	10	NW	0.6854411521993575	0.0	0.01
1000	10	10	HS-NW	0.5673273593020572	1.0101010101010102	0.01
1000	10	10	NWbar	0.5692894634988944	0.0	0.5644444444444444
1000	10	10	S-NW	0.5673273593020572	1.0101010101010102	0.01
1000	10	10	SAA	0.6044265820860963	0.0	-1.0
1000	10	10	S-SAA	0.5955264922106894	1.0101010101010102	-1.0
1000	10	10	NW	0.7012105177248313	0.0	0.01
1000	10	10	HS-NW	0.5928288993948547	2.0202020202020203	0.01
1000	10	10	NWbar	0.6044265820860963	0.0	0.01
1000	10	10	S-NW	0.5797190697932812	2.0202020202020203	0.41323232323232323
1000	10	10	SAA	0.5879081266024448	0.0	-1.0
1000	10	10	S-SAA	0.5879081266024448	0.0	-1.0
1000	10	10	NW	0.7075429026642478	0.0	0.01
1000	10	10	HS-NW	0.5879081266024448	0.0	0.01
1000	10	10	NWbar	0.5955776688515629	0.0	0.5644444444444444
1000	10	10	S-NW	0.5879081266024448	0.0	0.01
1000	10	10	SAA	0.5542801408659029	0.0	-1.0
1000	10	10	S-SAA	0.5542801408659029	0.0	-1.0
1000	10	10	NW	0.7011160084953346	0.0	0.01
1000	10	10	HS-NW	0.5541773724281813	1.0101010101010102	0.01
1000	10	10	NWbar	0.5765501999624366	0.0	0.6148484848484849
1000	10	10	S-NW	0.5541773724281813	1.0101010101010102	0.01
1000	10	10	SAA	0.5668171635760486	0.0	-1.0
1000	10	10	S-SAA	0.5668171635760486	0.0	-1.0
1000	10	10	NW	0.6938325560784796	0.0	0.01
1000	10	10	HS-NW	0.5668171635760486	0.0	0.01
1000	10	10	NWbar	0.5973117849222384	0.0	0.6148484848484849
1000	10	10	S-NW	0.5639236350259317	1.0101010101010102	0.060404040404040404
1000	10	10	SAA	0.577654775888105	0.0	-1.0
1000	10	10	S-SAA	0.577654775888105	0.0	-1.0
1000	10	10	NW	0.6939656640011294	0.0	0.01
1000	10	10	HS-NW	0.577654775888105	0.0	0.01
1000	10	10	NWbar	0.5964136614760381	0.0	0.6148484848484849
1000	10	10	S-NW	0.5770857629890324	1.0101010101010102	0.7156565656565657
1000	10	10	SAA	0.5698102008327375	0.0	-1.0
1000	10	10	S-SAA	0.5698102008327375	0.0	-1.0
1000	10	10	NW	0.6780404392626946	0.0	0.01
1000	10	10	HS-NW	0.5687873441567285	1.0101010101010102	0.01
1000	10	10	NWbar	0.6567815345441194	0.0	0.6652525252525252
1000	10	10	S-NW	0.5687873441567285	1.0101010101010102	0.01
1000	10	10	SAA	0.5840520008058806	0.0	-1.0
